,ds,yhat
3994,2023-12-09,68081.72924442447
3995,2023-12-10,65448.10379340203
3996,2023-12-11,71735.20217999375
3997,2023-12-12,72803.6539476304
3998,2023-12-13,72569.87366180727
3999,2023-12-14,72083.8182135405
4000,2023-12-15,71040.66440359748
4001,2023-12-16,65661.23911145215
4002,2023-12-17,62847.17746864245
4003,2023-12-18,69011.46835426652
4004,2023-12-19,70017.46430252351
4005,2023-12-20,69783.17611492588
4006,2023-12-21,69358.97531811833
4007,2023-12-22,68439.24239825225
4008,2023-12-23,63242.79427255258
4009,2023-12-24,60668.066937048265
4010,2023-12-25,67123.7124659119
4011,2023-12-26,68467.68664251873
4012,2023-12-27,68611.64604725679
4013,2023-12-28,68598.77564660928
4014,2023-12-29,68115.58213387306
4015,2023-12-30,63372.48327801491
4016,2023-12-31,61259.16556729225
4017,2024-01-01,68175.36531063326
4018,2024-01-02,69970.14520165832
4019,2024-01-03,70546.48073924612
4020,2024-01-04,70939.27307256158
4021,2024-01-05,70827.31911255386
4022,2024-01-06,66414.06493836165
4023,2024-01-07,64583.11084666733
4024,2024-01-08,71729.11965902025
4025,2024-01-09,73697.19722845552
4026,2024-01-10,74387.55703837717
4027,2024-01-11,74833.58359250025
4028,2024-01-12,74713.82424725826
4029,2024-01-13,70232.73503862633
4030,2024-01-14,68276.14910099929
4031,2024-01-15,75242.12026546415
4032,2024-01-16,76980.21244865909
4033,2024-01-17,77396.04905238881
4034,2024-01-18,77529.239996231
4035,2024-01-19,77065.21948042446
4036,2024-01-20,72215.8239098203
4037,2024-01-21,69874.58278842292
4038,2024-01-22,76447.3796074273
4039,2024-01-23,77791.55788256289
4040,2024-01-24,77820.29109667194
4041,2024-01-25,77580.33857898008
4042,2024-01-26,76763.7245878203
4043,2024-01-27,71588.1738489387
4044,2024-01-28,68952.27973501102
4045,2024-01-29,75266.06495353823
4046,2024-01-30,76390.01214039372
4047,2024-01-31,76239.38469707326
4048,2024-02-01,75861.9607904325
4049,2024-02-02,74949.71795236082
4050,2024-02-03,69719.30098873207
4051,2024-02-04,67067.24814399269
4052,2024-02-05,73400.63349257222
4053,2024-02-06,74576.2004556423
4054,2024-02-07,74504.8037522781
4055,2024-02-08,74229.27922854215
4056,2024-02-09,73436.27517845121
4057,2024-02-10,68336.8737989109
4058,2024-02-11,65821.97352665082
4059,2024-02-12,72293.08601177314
4060,2024-02-13,73601.61850804486
4061,2024-02-14,73653.45507711222
